,place,pm10,so2,co,o3,no2,AQI_category
9580,Place_3,86.0,44.0,9.0,28.0,14.0,TIDAK SEHAT
9581,Place_3,67.0,46.0,7.0,38.0,15.0,TIDAK SEHAT
9582,Place_3,68.0,44.0,7.0,32.0,16.0,TIDAK SEHAT
9583,Place_3,73.0,48.0,8.0,31.0,17.0,TIDAK SEHAT
9584,Place_3,71.0,50.0,6.0,33.0,16.0,TIDAK SEHAT
9585,Place_3,79.0,51.0,7.0,34.0,17.0,TIDAK SEHAT
9586,Place_3,67.0,51.0,4.0,31.0,14.0,SEDANG
9587,Place_3,60.0,47.0,5.0,21.0,14.0,SEDANG
9588,Place_3,50.0,47.0,4.0,14.0,11.0,BAIK
9589,Place_3,62.0,50.0,8.0,25.0,18.0,SEDANG
9590,Place_3,66.0,45.0,6.0,23.0,15.0,SEDANG
9591,Place_3,80.0,49.0,9.0,28.0,23.0,TIDAK SEHAT
9592,Place_3,84.0,49.0,7.0,29.0,16.0,TIDAK SEHAT
9593,Place_3,70.0,49.0,5.0,31.0,14.0,TIDAK SEHAT
9594,Place_3,79.0,49.0,5.0,33.0,16.0,TIDAK SEHAT
9595,Place_3,80.0,48.0,4.0,33.0,17.0,TIDAK SEHAT
9596,Place_3,77.0,45.0,5.0,25.0,18.0,TIDAK SEHAT
9597,Place_3,54.0,45.0,4.0,19.0,13.0,SEDANG
9598,Place_3,57.0,49.0,5.0,22.0,20.0,SEDANG
9599,Place_3,63.0,46.0,5.0,38.0,16.0,SEDANG
9600,Place_3,51.0,45.0,4.0,29.0,12.0,SEDANG
9601,Place_3,68.0,47.0,6.0,32.0,17.0,TIDAK SEHAT
9602,Place_3,69.0,49.0,6.0,28.0,17.0,TIDAK SEHAT
9603,Place_3,64.0,50.0,11.0,30.0,15.0,SEDANG
9604,Place_3,76.0,49.0,18.0,26.0,20.0,TIDAK SEHAT
9605,Place_3,73.0,47.0,17.0,26.0,18.0,SEDANG
9606,Place_3,75.0,51.0,14.0,43.0,21.0,SEDANG
9607,Place_3,57.0,9.0,18.0,31.0,29.0,SEDANG
9608,Place_3,51.0,44.0,9.0,31.0,11.0,SEDANG
9609,Place_3,48.0,47.0,10.0,29.0,12.0,SEDANG
9610,Place_3,45.0,48.0,9.0,30.0,13.0,SEDANG
9611,Place_3,56.0,51.0,8.0,27.0,14.0,SEDANG
9612,Place_3,52.0,51.0,11.0,23.0,15.0,SEDANG
9613,Place_3,52.0,42.0,16.0,19.0,18.0,SEDANG
9614,Place_3,59.0,45.0,10.0,23.0,14.0,SEDANG
9615,Place_3,57.0,47.0,9.0,26.0,13.0,SEDANG
9616,Place_3,53.0,45.0,7.0,25.0,10.0,SEDANG
9617,Place_3,36.0,41.0,6.0,27.0,12.0,SEDANG
9618,Place_3,61.0,44.0,12.0,30.0,14.0,SEDANG
9619,Place_3,54.0,46.0,7.0,32.0,11.0,SEDANG
9620,Place_3,61.0,46.0,11.0,29.0,16.0,SEDANG
9621,Place_3,69.0,45.0,14.0,29.0,16.0,TIDAK SEHAT
9622,Place_3,57.0,45.0,12.0,22.0,15.0,SEDANG
9623,Place_3,53.0,48.0,9.0,24.0,15.0,SEDANG
9624,Place_3,60.0,45.0,11.0,30.0,13.0,SEDANG
9625,Place_3,58.0,43.0,10.0,35.0,11.0,SEDANG
9626,Place_3,68.0,45.0,14.0,27.0,14.0,TIDAK SEHAT
9627,Place_3,57.0,46.0,10.0,29.0,14.0,SEDANG
9628,Place_3,53.0,44.0,10.0,33.0,15.0,SEDANG
9629,Place_3,58.0,49.0,14.0,29.0,18.0,SEDANG
9630,Place_3,66.0,46.0,13.0,31.0,17.0,SEDANG
9631,Place_3,66.0,46.0,11.0,32.0,15.0,SEDANG
9632,Place_3,57.0,44.0,10.0,33.0,11.0,SEDANG
9633,Place_3,54.0,46.0,9.0,30.0,15.0,SEDANG
9634,Place_3,62.0,47.0,9.0,31.0,13.0,SEDANG
9635,Place_3,63.0,46.0,10.0,42.0,17.0,SEDANG
9636,Place_3,67.0,46.0,12.0,35.0,15.0,SEDANG
9637,Place_3,87.0,46.0,16.0,38.0,17.0,SEDANG
9638,Place_3,64.0,10.0,19.0,38.0,32.0,SEDANG
9639,Place_3,57.0,46.0,13.0,32.0,14.0,SEDANG
9640,Place_3,65.0,46.0,15.0,29.0,16.0,SEDANG
9641,Place_3,56.0,45.0,9.0,39.0,13.0,SEDANG
9642,Place_3,53.0,45.0,9.0,30.0,13.0,SEDANG
9643,Place_3,61.0,46.0,11.0,36.0,14.0,SEDANG
9644,Place_3,73.0,48.0,13.0,29.0,15.0,TIDAK SEHAT
9645,Place_3,60.0,48.0,11.0,26.0,15.0,SEDANG
9646,Place_3,60.0,48.0,12.0,29.0,15.0,SEDANG
9647,Place_3,48.0,46.0,9.0,31.0,12.0,SEDANG
9648,Place_3,49.0,49.0,9.0,36.0,15.0,SEDANG
9649,Place_3,61.0,50.0,10.0,43.0,16.0,SEDANG
9650,Place_3,55.0,47.0,9.0,30.0,13.0,SEDANG
9651,Place_3,51.0,47.0,8.0,26.0,11.0,SEDANG
9652,Place_3,32.0,46.0,7.0,21.0,11.0,SEDANG
9653,Place_3,53.0,50.0,17.0,24.0,22.0,SEDANG
9654,Place_3,51.0,50.0,10.0,27.0,15.0,SEDANG
9655,Place_3,47.0,49.0,7.0,29.0,13.0,SEDANG
9656,Place_3,55.0,50.0,9.0,27.0,15.0,SEDANG
9657,Place_3,56.0,48.0,10.0,31.0,12.0,SEDANG
9658,Place_3,45.0,49.0,7.0,33.0,10.0,SEDANG
9659,Place_3,54.0,50.0,9.0,35.0,15.0,SEDANG
9660,Place_3,57.0,49.0,14.0,26.0,18.0,SEDANG
9661,Place_3,57.0,51.0,10.0,29.0,16.0,SEDANG
9662,Place_3,55.0,52.0,8.0,27.0,15.0,SEDANG
9663,Place_3,54.0,50.0,11.0,22.0,16.0,SEDANG
9664,Place_3,54.0,50.0,10.0,27.0,13.0,SEDANG
9665,Place_3,48.0,49.0,12.0,26.0,16.0,SEDANG
9666,Place_3,46.0,49.0,10.0,32.0,13.0,BAIK
9667,Place_3,61.0,49.0,13.0,31.0,22.0,SEDANG
9668,Place_3,67.0,49.0,16.0,40.0,19.0,SEDANG
9669,Place_3,58.0,49.0,9.0,35.0,11.0,SEDANG
9670,Place_3,64.0,50.0,12.0,28.0,27.0,SEDANG
9671,Place_3,54.0,50.0,8.0,32.0,14.0,SEDANG
9672,Place_3,52.0,50.0,9.0,36.0,11.0,SEDANG
9673,Place_3,42.0,51.0,7.0,36.0,10.0,SEDANG
9674,Place_3,48.0,51.0,6.0,34.0,11.0,SEDANG
9675,Place_3,44.0,50.0,7.0,28.0,11.0,SEDANG
9676,Place_3,45.0,51.0,7.0,38.0,11.0,SEDANG
9677,Place_3,55.0,51.0,9.0,40.0,14.0,SEDANG
9678,Place_3,58.0,51.0,10.0,39.0,12.0,SEDANG
9679,Place_3,47.0,51.0,8.0,37.0,11.0,SEDANG
9680,Place_3,52.0,52.0,9.0,38.0,15.0,SEDANG
9681,Place_3,61.0,51.0,12.0,32.0,17.0,SEDANG
9682,Place_3,72.0,52.0,14.0,40.0,19.0,TIDAK SEHAT
9683,Place_3,64.0,51.0,15.0,35.0,18.0,SEDANG
9684,Place_3,65.0,51.0,15.0,39.0,18.0,SEDANG
9685,Place_3,51.0,50.0,11.0,24.0,15.0,SEDANG
9686,Place_3,45.0,50.0,15.0,18.0,17.0,SEDANG
9687,Place_3,36.0,51.0,10.0,29.0,12.0,SEDANG
9688,Place_3,53.0,53.0,11.0,29.0,15.0,SEDANG
9689,Place_3,58.0,51.0,15.0,82.0,17.0,SEDANG
9690,Place_3,59.0,52.0,13.0,39.0,21.0,SEDANG
9691,Place_3,68.0,51.0,17.0,47.0,18.0,TIDAK SEHAT
9692,Place_3,62.0,51.0,13.0,38.0,15.0,SEDANG
9693,Place_3,51.0,51.0,13.0,30.0,15.0,SEDANG
9694,Place_3,45.0,52.0,8.0,33.0,13.0,SEDANG
9695,Place_3,47.0,51.0,14.0,15.0,18.0,SEDANG
9696,Place_3,37.0,52.0,17.0,13.0,18.0,SEDANG
9697,Place_3,48.0,51.0,12.0,39.0,18.0,SEDANG
9698,Place_3,45.0,16.0,28.0,39.0,8.0,BAIK
9699,Place_3,50.0,51.0,17.0,27.0,20.0,SEDANG
9700,Place_3,50.0,51.0,16.0,18.0,18.0,SEDANG
9701,Place_3,40.0,51.0,13.0,37.0,18.0,SEDANG
9702,Place_3,52.0,52.0,16.0,36.0,19.0,SEDANG
9703,Place_3,52.0,52.0,17.0,22.0,19.0,SEDANG
9704,Place_3,55.0,52.0,13.0,42.0,20.0,SEDANG
9705,Place_3,44.0,51.0,10.0,24.0,16.0,SEDANG
9706,Place_3,33.0,52.0,17.0,25.0,16.0,SEDANG
9707,Place_3,67.0,51.0,21.0,82.0,24.0,SEDANG
9708,Place_3,51.0,51.0,8.0,14.0,11.0,SEDANG
9709,Place_3,47.0,51.0,12.0,12.0,14.0,SEDANG
9710,Place_3,44.0,47.0,10.0,30.0,12.0,SEDANG
9711,Place_3,43.0,47.0,13.0,40.0,18.0,SEDANG
9712,Place_3,40.0,47.0,11.0,82.0,11.0,SEDANG
9713,Place_3,29.0,47.0,8.0,82.0,10.0,SEDANG
9714,Place_3,53.0,47.0,11.0,24.0,11.0,SEDANG
9715,Place_3,47.0,49.0,9.0,28.0,11.0,SEDANG
9716,Place_3,55.0,43.0,9.0,82.0,18.0,SEDANG
9717,Place_3,20.0,41.0,3.0,28.0,5.0,BAIK
9718,Place_3,37.0,43.0,6.0,31.0,8.0,SEDANG
9719,Place_3,52.0,41.0,14.0,29.0,13.0,SEDANG
9720,Place_3,29.0,42.0,4.0,27.0,6.0,BAIK
9721,Place_3,24.0,41.0,3.0,29.0,4.0,BAIK
9722,Place_3,35.0,42.0,5.0,34.0,7.0,SEDANG
9723,Place_3,63.0,42.0,12.0,27.0,11.0,SEDANG
9724,Place_3,51.0,41.0,17.0,82.0,10.0,SEDANG
9725,Place_3,31.0,41.0,8.0,82.0,13.0,BAIK
9726,Place_3,16.0,41.0,4.0,34.0,6.0,BAIK
9727,Place_3,29.0,42.0,7.0,19.0,8.0,BAIK
9728,Place_3,46.0,43.0,10.0,35.0,11.0,BAIK
9729,Place_3,53.0,43.0,12.0,32.0,15.0,SEDANG
9730,Place_3,35.0,42.0,7.0,29.0,9.0,SEDANG
9731,Place_3,54.0,43.0,9.0,32.0,11.0,SEDANG
9732,Place_3,50.0,45.0,10.0,26.0,13.0,SEDANG
9733,Place_3,51.0,43.0,15.0,27.0,12.0,SEDANG
9734,Place_3,62.0,47.0,17.0,42.0,18.0,SEDANG
9735,Place_3,20.0,44.0,7.0,32.0,10.0,BAIK
9736,Place_3,39.0,45.0,17.0,45.0,13.0,SEDANG
9737,Place_3,46.0,46.0,11.0,51.0,16.0,SEDANG
9738,Place_3,51.0,47.0,12.0,82.0,15.0,SEDANG
9739,Place_3,38.0,45.0,8.0,47.0,12.0,SEDANG
9740,Place_3,48.0,43.0,13.0,82.0,13.0,SEDANG
9741,Place_3,53.0,44.0,11.0,23.0,10.0,SEDANG
9742,Place_3,40.0,44.0,7.0,37.0,11.0,BAIK
9743,Place_3,54.0,43.0,16.0,82.0,16.0,SEDANG
9744,Place_3,47.0,43.0,11.0,82.0,15.0,SEDANG
9745,Place_3,39.0,43.0,13.0,82.0,16.0,SEDANG
9746,Place_3,35.0,35.0,10.0,33.0,12.0,SEDANG
9747,Place_3,57.0,34.0,20.0,48.0,23.0,SEDANG
9748,Place_3,54.0,34.0,13.0,43.0,15.0,SEDANG
9749,Place_3,49.0,34.0,14.0,39.0,18.0,SEDANG
9750,Place_3,56.0,34.0,21.0,44.0,24.0,SEDANG
9751,Place_3,56.0,34.0,12.0,44.0,17.0,SEDANG
9752,Place_3,33.0,34.0,9.0,31.0,10.0,SEDANG
9753,Place_3,54.0,33.0,18.0,31.0,13.0,SEDANG
9754,Place_3,39.0,33.0,14.0,36.0,12.0,SEDANG
9755,Place_3,75.0,35.0,23.0,38.0,21.0,TIDAK SEHAT
9756,Place_3,51.0,16.0,13.0,17.0,18.0,SEDANG
9757,Place_3,47.0,21.0,12.0,20.0,9.0,SEDANG
9758,Place_3,60.0,21.0,15.0,19.0,13.0,SEDANG
9759,Place_3,64.0,21.0,44.0,17.0,8.0,SEDANG
9760,Place_4,59.0,11.0,47.0,90.0,12.0,SEDANG
9761,Place_4,61.0,11.0,49.0,136.0,17.0,TIDAK SEHAT
9762,Place_4,57.0,11.0,76.0,105.0,15.0,TIDAK SEHAT
9763,Place_4,40.0,10.0,61.0,78.0,13.0,SEDANG
9764,Place_4,66.0,10.0,85.0,81.0,15.0,SEDANG
9765,Place_4,52.0,10.0,58.0,64.0,12.0,SEDANG
9766,Place_4,46.0,10.0,64.0,67.0,16.0,SEDANG
9767,Place_4,50.0,10.0,35.0,45.0,7.0,BAIK
9768,Place_4,56.0,13.0,35.0,85.0,12.0,SEDANG
9769,Place_4,71.0,13.0,58.0,221.0,11.0,SANGAT TIDAK SEHAT
9770,Place_4,57.0,3.0,14.0,79.0,9.0,SEDANG
9771,Place_4,54.0,3.0,38.0,77.0,16.0,SEDANG
9772,Place_4,54.0,1.0,17.0,111.0,11.0,TIDAK SEHAT
9773,Place_4,65.0,2.0,31.0,72.0,15.0,SEDANG
9774,Place_4,72.0,3.0,20.0,87.0,19.0,SEDANG
9775,Place_4,64.0,2.0,39.0,81.0,17.0,SEDANG
9776,Place_4,61.0,1.0,31.0,144.0,17.0,TIDAK SEHAT
9777,Place_4,55.0,3.0,61.0,58.0,11.0,SEDANG
9778,Place_4,51.0,1.0,16.0,48.0,8.0,SEDANG
9779,Place_4,45.0,3.0,32.0,97.0,11.0,SEDANG
9780,Place_4,42.0,3.0,26.0,40.0,12.0,BAIK
9781,Place_4,50.0,3.0,24.0,62.0,8.0,SEDANG
9782,Place_4,59.0,1.0,9.0,86.0,12.0,SEDANG
9783,Place_4,46.0,3.0,9.0,53.0,12.0,SEDANG
9784,Place_4,52.0,3.0,9.0,97.0,9.0,SEDANG
9785,Place_4,36.0,3.0,9.0,58.0,9.0,SEDANG
9786,Place_4,41.0,3.0,9.0,63.0,6.0,SEDANG
9787,Place_4,42.0,3.0,9.0,61.0,4.0,SEDANG
9788,Place_4,59.0,3.0,9.0,88.0,8.0,SEDANG
9789,Place_4,59.0,3.0,22.0,42.0,10.0,BAIK
9790,Place_4,37.0,3.0,10.0,60.0,5.0,SEDANG
9791,Place_4,32.0,0.0,15.0,48.0,14.0,BAIK
9792,Place_4,30.0,0.0,10.0,45.0,4.0,BAIK
9793,Place_4,36.0,0.0,7.0,34.0,4.0,BAIK
9794,Place_4,57.0,0.0,26.0,73.0,7.0,SEDANG
9795,Place_4,35.0,0.0,26.0,64.0,6.0,SEDANG
9796,Place_4,58.0,0.0,36.0,45.0,9.0,SEDANG
9797,Place_4,39.0,1.0,11.0,56.0,6.0,SEDANG
9798,Place_4,53.0,0.0,11.0,38.0,5.0,SEDANG
9799,Place_4,32.0,1.0,15.0,32.0,7.0,BAIK
9800,Place_4,28.0,0.0,13.0,32.0,7.0,BAIK
9801,Place_4,33.0,0.0,25.0,31.0,6.0,BAIK
9802,Place_4,21.0,0.0,9.0,32.0,5.0,BAIK
9803,Place_4,23.0,0.0,8.0,26.0,4.0,BAIK
9804,Place_4,39.0,1.0,8.0,31.0,4.0,BAIK
9805,Place_4,38.0,2.0,11.0,50.0,6.0,BAIK
9806,Place_4,37.0,0.0,31.0,70.0,10.0,SEDANG
9807,Place_4,34.0,0.0,21.0,53.0,7.0,SEDANG
9808,Place_4,53.0,0.0,28.0,42.0,11.0,SEDANG
9809,Place_4,54.0,1.0,31.0,76.0,15.0,SEDANG
9810,Place_4,59.0,0.0,42.0,45.0,10.0,SEDANG
9811,Place_4,48.0,0.0,29.0,60.0,15.0,SEDANG
9812,Place_4,73.0,0.0,78.0,70.0,16.0,SEDANG
9813,Place_4,39.0,1.0,15.0,60.0,7.0,SEDANG
9814,Place_4,55.0,2.0,23.0,56.0,10.0,SEDANG
9815,Place_4,61.0,2.0,27.0,66.0,11.0,SEDANG
9816,Place_4,50.0,1.0,34.0,48.0,9.0,BAIK
9817,Place_4,29.0,0.0,14.0,60.0,8.0,SEDANG
9818,Place_4,43.0,0.0,22.0,48.0,9.0,BAIK
9819,Place_4,50.0,1.0,50.0,68.0,8.0,SEDANG
9820,Place_4,51.0,1.0,22.0,55.0,8.0,SEDANG
9821,Place_4,37.0,0.0,14.0,57.0,9.0,SEDANG
9822,Place_4,59.0,2.0,44.0,59.0,12.0,SEDANG
9823,Place_4,55.0,1.0,24.0,70.0,10.0,SEDANG
9824,Place_4,74.0,1.0,36.0,101.0,11.0,TIDAK SEHAT
9825,Place_4,68.0,2.0,35.0,96.0,10.0,SEDANG
9826,Place_4,72.0,2.0,28.0,52.0,16.0,SEDANG
9827,Place_4,67.0,1.0,55.0,72.0,13.0,SEDANG
9828,Place_4,85.0,1.0,43.0,75.0,13.0,SEDANG
9829,Place_4,59.0,2.0,26.0,129.0,17.0,TIDAK SEHAT
9830,Place_4,52.0,1.0,20.0,81.0,13.0,SEDANG
9831,Place_4,63.0,1.0,34.0,88.0,16.0,SEDANG
9832,Place_4,55.0,3.0,38.0,121.0,12.0,TIDAK SEHAT
9833,Place_4,68.0,2.0,30.0,86.0,16.0,SEDANG
9834,Place_4,67.0,3.0,26.0,95.0,10.0,SEDANG
9835,Place_4,47.0,1.0,26.0,121.0,15.0,TIDAK SEHAT
9836,Place_4,57.0,2.0,24.0,77.0,13.0,SEDANG
9837,Place_4,54.0,2.0,24.0,75.0,16.0,SEDANG
9838,Place_4,45.0,1.0,12.0,67.0,6.0,SEDANG
9839,Place_4,32.0,3.0,10.0,55.0,5.0,SEDANG
9840,Place_4,32.0,1.0,17.0,48.0,5.0,BAIK
9841,Place_4,29.0,3.0,13.0,47.0,6.0,BAIK
9842,Place_4,53.0,1.0,42.0,67.0,9.0,SEDANG
9843,Place_4,46.0,3.0,44.0,71.0,19.0,SEDANG
9844,Place_4,34.0,1.0,17.0,45.0,9.0,BAIK
9845,Place_4,35.0,3.0,14.0,69.0,7.0,SEDANG
9846,Place_4,58.0,0.0,50.0,57.0,10.0,SEDANG
9847,Place_4,41.0,3.0,17.0,73.0,13.0,SEDANG
9848,Place_4,57.0,3.0,23.0,70.0,9.0,SEDANG
9849,Place_4,37.0,3.0,17.0,101.0,10.0,TIDAK SEHAT
9850,Place_4,33.0,3.0,8.0,42.0,6.0,BAIK
9851,Place_4,36.0,3.0,9.0,44.0,5.0,BAIK
9852,Place_4,54.0,1.0,13.0,80.0,8.0,SEDANG
9853,Place_4,63.0,1.0,33.0,64.0,11.0,SEDANG
9854,Place_4,46.0,3.0,17.0,72.0,9.0,SEDANG
9855,Place_4,34.0,1.0,13.0,52.0,10.0,SEDANG
9856,Place_4,90.0,3.0,68.0,95.0,17.0,SEDANG
9857,Place_4,69.0,2.0,48.0,117.0,22.0,TIDAK SEHAT
9858,Place_4,64.0,5.0,23.0,69.0,10.0,SEDANG
9859,Place_4,59.0,2.0,48.0,67.0,11.0,SEDANG
9860,Place_4,46.0,0.0,22.0,35.0,5.0,BAIK
9861,Place_4,51.0,1.0,18.0,32.0,5.0,SEDANG
9862,Place_4,57.0,1.0,30.0,119.0,14.0,TIDAK SEHAT
9863,Place_4,58.0,1.0,33.0,33.0,11.0,SEDANG
9864,Place_4,55.0,3.0,16.0,129.0,15.0,TIDAK SEHAT
9865,Place_4,82.0,3.0,38.0,104.0,13.0,TIDAK SEHAT
9866,Place_4,56.0,2.0,19.0,77.0,8.0,SEDANG
9867,Place_4,51.0,1.0,26.0,59.0,7.0,SEDANG
9868,Place_4,61.0,1.0,30.0,48.0,10.0,SEDANG
9869,Place_4,63.0,3.0,15.0,81.0,13.0,SEDANG
9870,Place_4,68.0,4.0,22.0,82.0,14.0,SEDANG
9871,Place_4,60.0,1.0,21.0,65.0,14.0,SEDANG
9872,Place_4,75.0,2.0,42.0,68.0,14.0,SEDANG
9873,Place_4,67.0,1.0,19.0,66.0,12.0,SEDANG
9874,Place_4,53.0,1.0,29.0,65.0,11.0,SEDANG
9875,Place_4,56.0,2.0,18.0,89.0,14.0,SEDANG
9876,Place_4,67.0,1.0,23.0,92.0,11.0,SEDANG
9877,Place_4,73.0,2.0,24.0,107.0,12.0,TIDAK SEHAT
9878,Place_4,96.0,4.0,68.0,124.0,22.0,TIDAK SEHAT
9879,Place_4,78.0,1.0,36.0,69.0,18.0,SEDANG
9880,Place_4,56.0,1.0,23.0,54.0,12.0,SEDANG
9881,Place_4,54.0,2.0,23.0,98.0,10.0,SEDANG
9882,Place_4,53.0,1.0,25.0,90.0,10.0,SEDANG
9883,Place_4,59.0,1.0,29.0,87.0,15.0,SEDANG
9884,Place_4,61.0,2.0,28.0,151.0,16.0,TIDAK SEHAT
9885,Place_4,65.0,2.0,29.0,144.0,11.0,TIDAK SEHAT
9886,Place_4,49.0,1.0,38.0,66.0,11.0,SEDANG
9887,Place_4,43.0,1.0,16.0,132.0,10.0,TIDAK SEHAT
9888,Place_4,34.0,1.0,16.0,63.0,14.0,SEDANG
9889,Place_4,59.0,2.0,24.0,90.0,15.0,SEDANG
9890,Place_4,59.0,3.0,22.0,83.0,16.0,SEDANG
9891,Place_4,59.0,2.0,27.0,67.0,10.0,SEDANG
9892,Place_4,66.0,2.0,29.0,93.0,11.0,SEDANG
9893,Place_4,63.0,1.0,21.0,54.0,10.0,SEDANG
9894,Place_4,35.0,1.0,12.0,38.0,5.0,BAIK
9895,Place_4,51.0,1.0,12.0,60.0,6.0,SEDANG
9896,Place_4,40.0,1.0,20.0,93.0,7.0,SEDANG
9897,Place_4,61.0,2.0,21.0,90.0,13.0,SEDANG
9898,Place_4,56.0,1.0,34.0,106.0,11.0,TIDAK SEHAT
9899,Place_4,41.0,1.0,17.0,102.0,12.0,TIDAK SEHAT
9900,Place_4,52.0,3.0,30.0,78.0,13.0,SEDANG
9901,Place_4,58.0,3.0,28.0,87.0,12.0,SEDANG
9902,Place_4,75.0,2.0,26.0,120.0,9.0,TIDAK SEHAT
9903,Place_4,53.0,1.0,28.0,71.0,7.0,SEDANG
9904,Place_4,64.0,3.0,54.0,71.0,13.0,SEDANG
9905,Place_4,67.0,2.0,27.0,61.0,10.0,SEDANG
9906,Place_4,78.0,1.0,42.0,89.0,13.0,SEDANG
9907,Place_4,77.0,2.0,34.0,99.0,14.0,SEDANG
9908,Place_4,68.0,2.0,26.0,75.0,10.0,SEDANG
9909,Place_4,72.0,2.0,21.0,60.0,9.0,SEDANG
9910,Place_4,67.0,2.0,15.0,60.0,7.0,SEDANG
9911,Place_4,71.0,3.0,13.0,68.0,9.0,SEDANG
9912,Place_4,71.0,2.0,17.0,74.0,11.0,SEDANG
9913,Place_4,48.0,2.0,14.0,75.0,11.0,SEDANG
9914,Place_4,66.0,3.0,17.0,64.0,10.0,SEDANG
9915,Place_4,78.0,2.0,21.0,87.0,11.0,SEDANG
9916,Place_4,76.0,2.0,20.0,68.0,11.0,SEDANG
9917,Place_4,89.0,2.0,30.0,113.0,13.0,TIDAK SEHAT
9918,Place_4,89.0,2.0,32.0,79.0,11.0,SEDANG
9919,Place_4,52.0,2.0,21.0,71.0,15.0,SEDANG
9920,Place_4,66.0,3.0,17.0,77.0,10.0,SEDANG
9921,Place_4,74.0,2.0,25.0,83.0,11.0,SEDANG
9922,Place_4,68.0,4.0,30.0,81.0,15.0,SEDANG
9923,Place_4,57.0,3.0,20.0,110.0,15.0,TIDAK SEHAT
9924,Place_4,69.0,2.0,24.0,47.0,14.0,SEDANG
9925,Place_4,90.0,2.0,43.0,78.0,27.0,SEDANG
9926,Place_4,82.0,3.0,40.0,52.0,13.0,SEDANG
9927,Place_4,69.0,3.0,35.0,64.0,14.0,SEDANG
9928,Place_4,87.0,3.0,20.0,77.0,9.0,SEDANG
9929,Place_4,61.0,3.0,29.0,135.0,15.0,TIDAK SEHAT
9930,Place_4,72.0,3.0,27.0,133.0,11.0,TIDAK SEHAT
9931,Place_4,48.0,3.0,18.0,107.0,7.0,TIDAK SEHAT
9932,Place_4,81.0,3.0,32.0,105.0,11.0,TIDAK SEHAT
9933,Place_4,70.0,3.0,23.0,58.0,9.0,SEDANG
9934,Place_4,68.0,1.0,53.0,107.0,10.0,TIDAK SEHAT
9935,Place_4,59.0,2.0,20.0,111.0,16.0,TIDAK SEHAT
9936,Place_4,65.0,3.0,19.0,99.0,13.0,SEDANG
9937,Place_4,63.0,1.0,20.0,103.0,15.0,TIDAK SEHAT
9938,Place_4,88.0,1.0,32.0,83.0,15.0,SEDANG
9939,Place_4,70.0,2.0,31.0,64.0,14.0,SEDANG
9940,Place_4,79.0,2.0,63.0,120.0,14.0,TIDAK SEHAT
9941,Place_4,59.0,1.0,20.0,75.0,11.0,SEDANG
9942,Place_4,37.0,1.0,20.0,60.0,8.0,SEDANG
9943,Place_4,43.0,1.0,14.0,81.0,7.0,SEDANG
9944,Place_4,67.0,2.0,42.0,69.0,14.0,SEDANG
9945,Place_4,64.0,2.0,20.0,60.0,11.0,SEDANG
9946,Place_4,56.0,1.0,20.0,45.0,8.0,SEDANG
9947,Place_4,62.0,2.0,24.0,95.0,16.0,SEDANG
9948,Place_4,53.0,1.0,13.0,48.0,5.0,SEDANG
9949,Place_4,76.0,3.0,30.0,149.0,15.0,TIDAK SEHAT
9950,Place_4,111.0,2.0,46.0,129.0,15.0,TIDAK SEHAT
9951,Place_4,63.0,1.0,29.0,82.0,11.0,SEDANG
9952,Place_4,59.0,2.0,27.0,106.0,15.0,TIDAK SEHAT
9953,Place_4,59.0,2.0,19.0,116.0,12.0,TIDAK SEHAT
9954,Place_4,37.0,1.0,18.0,55.0,10.0,SEDANG
9955,Place_4,61.0,1.0,17.0,72.0,13.0,SEDANG
9956,Place_4,52.0,2.0,20.0,46.0,12.0,SEDANG
9957,Place_4,67.0,2.0,18.0,74.0,11.0,SEDANG
9958,Place_4,83.0,2.0,44.0,100.0,11.0,SEDANG
9959,Place_4,77.0,1.0,28.0,100.0,13.0,SEDANG
9960,Place_4,78.0,1.0,46.0,65.0,12.0,SEDANG
9961,Place_4,64.0,3.0,29.0,60.0,8.0,SEDANG
9962,Place_4,67.0,2.0,21.0,73.0,14.0,SEDANG
9963,Place_4,99.0,2.0,62.0,90.0,13.0,SEDANG
9964,Place_4,92.0,2.0,40.0,82.0,10.0,SEDANG
9965,Place_4,74.0,1.0,21.0,97.0,7.0,SEDANG
9966,Place_4,106.0,2.0,22.0,78.0,10.0,TIDAK SEHAT
9967,Place_4,87.0,3.0,18.0,140.0,15.0,TIDAK SEHAT
9968,Place_4,93.0,3.0,19.0,101.0,26.0,TIDAK SEHAT
9969,Place_4,71.0,2.0,20.0,89.0,14.0,SEDANG
9970,Place_4,59.0,3.0,15.0,56.0,12.0,SEDANG
9971,Place_4,85.0,3.0,44.0,79.0,12.0,SEDANG
9972,Place_4,73.0,2.0,35.0,69.0,13.0,SEDANG
9973,Place_4,63.0,2.0,17.0,71.0,10.0,SEDANG
9974,Place_4,82.0,3.0,27.0,76.0,11.0,SEDANG
9975,Place_4,57.0,2.0,17.0,71.0,18.0,SEDANG
9976,Place_4,53.0,2.0,20.0,43.0,15.0,SEDANG
9977,Place_4,54.0,2.0,28.0,64.0,12.0,SEDANG
9978,Place_4,51.0,2.0,31.0,46.0,9.0,SEDANG
9979,Place_4,83.0,2.0,53.0,65.0,12.0,SEDANG
9980,Place_4,100.0,4.0,37.0,109.0,12.0,TIDAK SEHAT
9981,Place_4,72.0,2.0,18.0,89.0,11.0,SEDANG
